tid,uuid,revision_id,langcode,Vocabulary,revision_created,revision_user,revision_log_message,Published,Name,description,weight,parent,changed,default_langcode,revision_translation_affected,path,content_translation_source,content_translation_outdated,content_translation_uid,content_translation_created,"External URI"
178,2b633c04-905b-47f2-81f8-e09a28bb1224,178,en,corporate_body|taxonomy_vocabulary|d2375a34-d1c4-4985-874c-5e8f22bc43de,"2021-10-08T20:33:47+00:00|Y-m-d\TH:i:sP",,,1,"A. H. Grape and Co.",,0,,"2021-10-08T20:33:47+00:00|Y-m-d\TH:i:sP",1,1,en,und,,1|user|8b2345a3-20f6-4d27-bc72-b4b2a6189498|/user/1,"2021-10-08T20:33:47+00:00|Y-m-d\TH:i:sP",,,,,,,"A. H. Grape and Co.",,,,cb1d1051-691a-4728-8039-7443c2217cad
179,3e3257eb-eafc-4fbb-a1ce-5c3243c687e2,179,en,corporate_body|taxonomy_vocabulary|d2375a34-d1c4-4985-874c-5e8f22bc43de,"2021-10-08T20:33:47+00:00|Y-m-d\TH:i:sP",,,1,"A. Hoen & Co.",,0,,"2021-10-08T20:33:47+00:00|Y-m-d\TH:i:sP",1,1,en,und,,1|user|8b2345a3-20f6-4d27-bc72-b4b2a6189498|/user/1,"2021-10-08T20:33:47+00:00|Y-m-d\TH:i:sP",http://id.loc.gov/authorities/names/n50023560|||lcnaf|http://viaf.org/viaf/138342013|||viaf,,,,,,"A. Hoen & Co.",,,,df8b2462-1e67-413a-a140-c824e20add74
180,e3b31931-4cb9-4b8b-8208-eeaf128e57ba,180,en,corporate_body|taxonomy_vocabulary|d2375a34-d1c4-4985-874c-5e8f22bc43de,"2021-10-08T20:33:47+00:00|Y-m-d\TH:i:sP",,,1,"A. Jackson Co.",,0,,"2021-10-08T20:33:47+00:00|Y-m-d\TH:i:sP",1,1,en,und,,1|user|8b2345a3-20f6-4d27-bc72-b4b2a6189498|/user/1,"2021-10-08T20:33:47+00:00|Y-m-d\TH:i:sP",,,,,,,"A. Jackson Co.",,,,f6326e3f-cbf1-43eb-8859-95555baa9973
181,482b9dce-e737-4642-97c9-84f583e9234a,181,en,corporate_body|taxonomy_vocabulary|d2375a34-d1c4-4985-874c-5e8f22bc43de,"2021-10-08T20:33:47+00:00|Y-m-d\TH:i:sP",,,1,"ABC Television Network",,0,,"2021-10-08T20:33:47+00:00|Y-m-d\TH:i:sP",1,1,en,und,,1|user|8b2345a3-20f6-4d27-bc72-b4b2a6189498|/user/1,"2021-10-08T20:33:47+00:00|Y-m-d\TH:i:sP",http://viaf.org/viaf/129083767|||viaf|http://id.loc.gov/authorities/names/n85376652|||lcnaf,,,,,,"ABC Television Network",,,,7cf30c11-94be-455b-a8cd-5714d249e8ee
182,e1cb7e46-df35-49ee-a2cc-6afdda5b4bb4,182,en,corporate_body|taxonomy_vocabulary|d2375a34-d1c4-4985-874c-5e8f22bc43de,"2021-10-08T20:33:47+00:00|Y-m-d\TH:i:sP",,,1,"ABC-TV Photo Division","Location information: New York|basic_html|Location information: New York",0,,"2021-10-08T20:33:47+00:00|Y-m-d\TH:i:sP",1,1,en,und,,1|user|8b2345a3-20f6-4d27-bc72-b4b2a6189498|/user/1,"2021-10-08T20:33:47+00:00|Y-m-d\TH:i:sP",,,,,,,"ABC-TV Photo Division",,,,194aa6f9-6025-4408-a3c7-fb2ca72b2ee0
183,f149fb73-a857-42c6-9c8b-67b09cb034f1,183,en,corporate_body|taxonomy_vocabulary|d2375a34-d1c4-4985-874c-5e8f22bc43de,"2021-10-08T20:33:47+00:00|Y-m-d\TH:i:sP",,,1,"Albany Art Union",,0,,"2021-10-08T20:33:47+00:00|Y-m-d\TH:i:sP",1,1,en,und,,1|user|8b2345a3-20f6-4d27-bc72-b4b2a6189498|/user/1,"2021-10-08T20:33:47+00:00|Y-m-d\TH:i:sP",http://viaf.org/viaf/123332161|||viaf|http://id.loc.gov/authorities/names/n98015091|||lcnaf,,,,,,"Albany Art Union",,,,3c7d8648-6f5a-44d1-b11c-af6ece5deb86
184,0748c385-51e4-436d-bb0b-d470f7b008fe,184,en,corporate_body|taxonomy_vocabulary|d2375a34-d1c4-4985-874c-5e8f22bc43de,"2021-10-08T20:33:47+00:00|Y-m-d\TH:i:sP",,,1,"Alfred A. Knopf, Inc.",,0,,"2021-10-08T20:33:47+00:00|Y-m-d\TH:i:sP",1,1,en,und,,1|user|8b2345a3-20f6-4d27-bc72-b4b2a6189498|/user/1,"2021-10-08T20:33:47+00:00|Y-m-d\TH:i:sP",http://viaf.org/viaf/142395924|||viaf|http://id.loc.gov/authorities/names/n50062227|||lcnaf,,,,,,"Alfred A. Knopf, Inc.",,,,5baecd35-6b2d-41f1-a724-2fb3dd74dabb
185,65da3108-092d-42bb-bc79-0ddb30f83de0,185,en,corporate_body|taxonomy_vocabulary|d2375a34-d1c4-4985-874c-5e8f22bc43de,"2021-10-08T20:33:47+00:00|Y-m-d\TH:i:sP",,,1,"Alman & Co.","Location information: New York City, NY|basic_html|Location information: New York City, NY",0,,"2021-10-08T20:33:47+00:00|Y-m-d\TH:i:sP",1,1,en,und,,1|user|8b2345a3-20f6-4d27-bc72-b4b2a6189498|/user/1,"2021-10-08T20:33:47+00:00|Y-m-d\TH:i:sP",http://id.loc.gov/authorities/names/no2009160567|||lcnaf|http://viaf.org/viaf/121176577|||viaf,,,,,,"Alman & Co.",,,,0f8b82ee-5410-49d5-b43a-bf6823d0de6d
186,79cf8f17-4d91-4dbe-923e-00546697660f,186,en,corporate_body|taxonomy_vocabulary|d2375a34-d1c4-4985-874c-5e8f22bc43de,"2021-10-08T20:33:47+00:00|Y-m-d\TH:i:sP",,,1,"Alpha Epsilon Pi",,0,,"2021-10-08T20:33:47+00:00|Y-m-d\TH:i:sP",1,1,en,und,,1|user|8b2345a3-20f6-4d27-bc72-b4b2a6189498|/user/1,"2021-10-08T20:33:47+00:00|Y-m-d\TH:i:sP",http://viaf.org/viaf/143063247|||viaf|http://id.loc.gov/authorities/names/n80049530|||lcnaf,,,,,,"Alpha Epsilon Pi",,,,cd681aaa-d5c7-4523-ad0e-2d8597197e8d
187,d8775c60-f5d4-48bb-a21c-7d7d0b097635,187,en,corporate_body|taxonomy_vocabulary|d2375a34-d1c4-4985-874c-5e8f22bc43de,"2021-10-08T20:33:47+00:00|Y-m-d\TH:i:sP",,,1,"American Association of University Women",,0,,"2021-10-08T20:33:47+00:00|Y-m-d\TH:i:sP",1,1,en,und,,1|user|8b2345a3-20f6-4d27-bc72-b4b2a6189498|/user/1,"2021-10-08T20:33:47+00:00|Y-m-d\TH:i:sP",http://viaf.org/viaf/140137355|||viaf|http://id.loc.gov/authorities/names/n79100563|||lcnaf,,,,,,"American Association of University Women",,,,1fa2cc98-72ad-44a9-89a1-e2e185bd8ab3
188,2593eda8-de0d-4dec-84f9-4c76986682ee,188,en,corporate_body|taxonomy_vocabulary|d2375a34-d1c4-4985-874c-5e8f22bc43de,"2021-10-08T20:33:47+00:00|Y-m-d\TH:i:sP",,,1,"American Civil Liberties Union",,0,,"2021-10-08T20:33:47+00:00|Y-m-d\TH:i:sP",1,1,en,und,,1|user|8b2345a3-20f6-4d27-bc72-b4b2a6189498|/user/1,"2021-10-08T20:33:47+00:00|Y-m-d\TH:i:sP",http://viaf.org/viaf/124191829|||viaf|http://id.loc.gov/authorities/names/n79079580|||lcnaf,,,,,,"American Civil Liberties Union",,,,dbdfb36b-e88a-41eb-ab8f-c6d6e0a25c09
189,fa3c6dcd-8034-4634-8f3f-c77e4cb2de47,189,en,corporate_body|taxonomy_vocabulary|d2375a34-d1c4-4985-874c-5e8f22bc43de,"2021-10-08T20:33:47+00:00|Y-m-d\TH:i:sP",,,1,"American Foto-News","Location information: New York|basic_html|Location information: New York",0,,"2021-10-08T20:33:47+00:00|Y-m-d\TH:i:sP",1,1,en,und,,1|user|8b2345a3-20f6-4d27-bc72-b4b2a6189498|/user/1,"2021-10-08T20:33:47+00:00|Y-m-d\TH:i:sP",,,,,,,"American Foto-News",,,,e0d5a000-d2fa-4336-b8c0-36a14e8ba2e7
190,10c269d7-9192-4ccb-8817-19d0a947fc97,190,en,corporate_body|taxonomy_vocabulary|d2375a34-d1c4-4985-874c-5e8f22bc43de,"2021-10-08T20:33:47+00:00|Y-m-d\TH:i:sP",,,1,"American Heart Association",,0,,"2021-10-08T20:33:47+00:00|Y-m-d\TH:i:sP",1,1,en,und,,1|user|8b2345a3-20f6-4d27-bc72-b4b2a6189498|/user/1,"2021-10-08T20:33:47+00:00|Y-m-d\TH:i:sP",http://viaf.org/viaf/139377934|||viaf|http://id.loc.gov/authorities/names/n79007195|||lcnaf,,,,,,"American Heart Association",,,,21695ca8-c40a-4fec-bd6a-d194fc094f32
191,ce64e09e-ae80-4b5b-9c98-c446826687c3,191,en,corporate_body|taxonomy_vocabulary|d2375a34-d1c4-4985-874c-5e8f22bc43de,"2021-10-08T20:33:47+00:00|Y-m-d\TH:i:sP",,,1,"American School of Classical Studies at Athens",,0,,"2021-10-08T20:33:47+00:00|Y-m-d\TH:i:sP",1,1,en,und,,1|user|8b2345a3-20f6-4d27-bc72-b4b2a6189498|/user/1,"2021-10-08T20:33:47+00:00|Y-m-d\TH:i:sP",http://viaf.org/viaf/133339899|||viaf|http://id.loc.gov/authorities/names/n79058461|||lcnaf,,,,,,"American School of Classical Studies at Athens",,,,24c1fe1f-4762-47b0-b627-6e2b3eac4e81
192,608d5f0c-9070-42b1-8af1-83696accf4b3,192,en,corporate_body|taxonomy_vocabulary|d2375a34-d1c4-4985-874c-5e8f22bc43de,"2021-10-08T20:33:47+00:00|Y-m-d\TH:i:sP",,,1,"AmeriCorps (U.S.)",,0,,"2021-10-08T20:33:47+00:00|Y-m-d\TH:i:sP",1,1,en,und,,1|user|8b2345a3-20f6-4d27-bc72-b4b2a6189498|/user/1,"2021-10-08T20:33:47+00:00|Y-m-d\TH:i:sP",http://viaf.org/viaf/153899556|||viaf|http://id.loc.gov/authorities/names/no94023873|||lcnaf,,,,,,"AmeriCorps (U.S.)",,,,703a10c8-2b36-43ef-9c57-e556225e1756
193,4385680d-ad5b-4769-996b-6786a4c04ac3,193,en,corporate_body|taxonomy_vocabulary|d2375a34-d1c4-4985-874c-5e8f22bc43de,"2021-10-08T20:33:47+00:00|Y-m-d\TH:i:sP",,,1,ANSA,,0,,"2021-10-08T20:33:47+00:00|Y-m-d\TH:i:sP",1,1,en,und,,1|user|8b2345a3-20f6-4d27-bc72-b4b2a6189498|/user/1,"2021-10-08T20:33:47+00:00|Y-m-d\TH:i:sP",,,,,,,ANSA,,,,fa25055f-0302-4323-8f64-6a07a0aca819
194,036e7996-9cea-4923-b09c-4eaa48f2416a,194,en,corporate_body|taxonomy_vocabulary|d2375a34-d1c4-4985-874c-5e8f22bc43de,"2021-10-08T20:33:47+00:00|Y-m-d\TH:i:sP",,,1,"Apollo 17 (Spacecraft)",,0,,"2021-10-08T20:33:47+00:00|Y-m-d\TH:i:sP",1,1,en,und,,1|user|8b2345a3-20f6-4d27-bc72-b4b2a6189498|/user/1,"2021-10-08T20:33:47+00:00|Y-m-d\TH:i:sP",http://viaf.org/viaf/147897326|||viaf|http://id.loc.gov/authorities/names/n93060597|||lcnaf,,,,,,"Apollo 17 (Spacecraft)",,,,905c5770-9630-4620-a4ce-566d9be1a97b
195,501a6b52-7e18-4c2f-8607-f05325769a5d,195,en,corporate_body|taxonomy_vocabulary|d2375a34-d1c4-4985-874c-5e8f22bc43de,"2021-10-08T20:33:47+00:00|Y-m-d\TH:i:sP",,,1,"Army Photographic Agency","Location information: Washington, DC|basic_html|Location information: Washington, DC",0,,"2021-10-08T20:33:47+00:00|Y-m-d\TH:i:sP",1,1,en,und,,1|user|8b2345a3-20f6-4d27-bc72-b4b2a6189498|/user/1,"2021-10-08T20:33:47+00:00|Y-m-d\TH:i:sP",,,,,,,"Army Photographic Agency",,,,261f7ace-9b8f-476c-ad6b-f317865f80f5
